Sending_Country,Receiving_Country,Year,Value,Unit,Source,Region,Sending_Country_Code,Receiving_Country_Code,Sending_Country_GDP,Receiving_Country_GDP,Sending_Country_GDP_Per_Capita,Receiving_Country_GDP_Per_Capita
Mali,Mexico,2022,0.022825,USD millions,Central Bank Data,Latin America,MLI,MEX,20215.5158085184,1287850.32341001,876.1683019,10013.36686
Malta,Ecuador,2021,0.14309138,USD millions,Central Bank Data,Latin America,MLT,ECU,16289.3421914774,102825.145845295,31437.50302,5815.094774
Malta,Mexico,2022,0.001347,USD millions,Central Bank Data,Latin America,MLT,MEX,16984.7860960933,1287850.32341001,31979.60904,10013.36686
Malta,Panama,2022,0.068784969,USD millions,INEC,Latin America,MLT,PAN,16984.7860960933,70048.9853448611,31979.60904,15917.42754
Marshall Islands,Ecuador,2021,0.03065554,USD millions,Central Bank Data,Latin America,MHL,ECU,223.6,102825.145845295,5405.274736,5815.094774
Marshall Islands,Mexico,2022,0.001662,USD millions,Central Bank Data,Latin America,MHL,MEX,221.1,1287850.32341001,5516.880006,10013.36686
Martinique,Ecuador,2021,0.00524036,USD millions,Central Bank Data,Latin America,MTQ,ECU,,102825.145845295,,5815.094774
Martinique,Haiti,2019,39.439517940,USD millions,Central Bank Data,Latin America,MTQ,HTI,,15485.274058243,,1394.421141
Martinique,Mexico,2022,0.022782,USD millions,Central Bank Data,Latin America,MTQ,MEX,,1287850.32341001,,10013.36686
Mauritania,Ecuador,2021,7.908e-05,USD millions,Central Bank Data,Latin America,MRT,ECU,7198.48187357489,102825.145845295,1520.311179,5815.094774
Mauritius,Ecuador,2021,0.00981925,USD millions,Central Bank Data,Latin America,MUS,ECU,12257.0003148444,102825.145845295,9679.121239,5815.094774
Mauritius,Mexico,2022,0.00019,USD millions,Central Bank Data,Latin America,MUS,MEX,13322.5095340851,1287850.32341001,10552.29056,10013.36686
Mexico,Chile,2021,4.776360548,USD millions,Central Bank Data,Latin America,MEX,CHL,1241768.4342637,273390.12003128,9728.056801,14051.47136
Mexico,Colombia,2022,111.364869732,USD millions,Central Bank Data,Latin America,MEX,COL,1287850.32341001,354752.90089902,10013.36686,6856.725905
Mexico,Ecuador,2021,197.95939115,USD millions,Central Bank Data,Latin America,MEX,ECU,1241768.4342637,102825.145845295,9728.056801,5815.094774
Mexico,Honduras,2022,12.49455421,USD millions,Central Bank Data,Latin America,MEX,HND,1287850.32341001,25973.6726317766,10013.36686,2482.223849
Mexico,Nicaragua,2022,3.9,USD millions,Central Bank Data,Latin America,MEX,NIC,1287850.32341001,14644.1463457189,10013.36686,2175.738991
Mexico,Panama,2022,5.255654990,USD millions,INEC,Latin America,MEX,PAN,1287850.32341001,70048.9853448611,10013.36686,15917.42754
Micronesia (Fed. States of),Ecuador,2021,0.006986,USD millions,Central Bank Data,Latin America,FSM,ECU,338.315214387187,102825.145845295,3030.846542,5815.094774
Mongolia,Ecuador,2021,0.016328,USD millions,Central Bank Data,Latin America,MNG,ECU,13749.9557316936,102825.145845295,4063.536698,5815.094774
Mongolia,Mexico,2022,0.013573,USD millions,Central Bank Data,Latin America,MNG,MEX,14441.951078838,1287850.32341001,4205.885545,10013.36686
Montenegro,Ecuador,2021,0.04520798,USD millions,Central Bank Data,Latin America,MNE,ECU,4576.16007960802,102825.145845295,7321.235287,5815.094774
Montenegro,Mexico,2022,0.012333,USD millions,Central Bank Data,Latin America,MNE,MEX,4869.3400272423405,1287850.32341001,7808.547633,10013.36686
Montserrat,Mexico,2022,2.5e-05,USD millions,Central Bank Data,Latin America,MSR,MEX,,1287850.32341001,,10013.36686
Morocco,Ecuador,2021,0.08161009,USD millions,Central Bank Data,Latin America,MAR,ECU,124135.631043727,102825.145845295,3309.130859,5815.094774
Morocco,Mexico,2022,0.033979,USD millions,Central Bank Data,Latin America,MAR,MEX,126031.434844786,1287850.32341001,3325.560547,10013.36686
Morocco,Panama,2022,0.007353095,USD millions,INEC,Latin America,MAR,PAN,126031.434844786,70048.9853448611,3325.560547,15917.42754
Mozambique,Ecuador,2021,0.02449524,USD millions,Central Bank Data,Latin America,MOZ,ECU,18651.0306775113,102825.145845295,588.2158547,5815.094774
Mozambique,Mexico,2022,0.025446,USD millions,Central Bank Data,Latin America,MOZ,MEX,19465.0457247404,1287850.32341001,596.0588895,10013.36686
Namibia,Ecuador,2021,0.00040948,USD millions,Central Bank Data,Latin America,NAM,ECU,10707.6469439364,102825.145845295,3809.807534,5815.094774
Namibia,Mexico,2022,0.005687,USD millions,Central Bank Data,Latin America,NAM,MEX,11285.723330952,1287850.32341001,3905.551352,10013.36686
Netherlands,Brazil,2022,53.2618259,USD millions,Central Bank Data,Latin America,NLD,BRA,916513.3594596712,1899505.37755802,51777.54316,9032.084816
Netherlands,Colombia,2022,21.045759873,USD millions,Central Bank Data,Latin America,NLD,COL,916513.3594596712,354752.90089902,51777.54316,6856.725905
Netherlands,Ecuador,2021,10.86765408,USD millions,Central Bank Data,Latin America,NLD,ECU,872809.729132839,102825.145845295,49780.84405,5815.094774
Netherlands,Mexico,2022,5.654229,USD millions,Central Bank Data,Latin America,NLD,MEX,916513.3594596712,1287850.32341001,51777.54316,10013.36686
Netherlands,Panama,2022,0.683057751,USD millions,INEC,Latin America,NLD,PAN,916513.3594596712,70048.9853448611,51777.54316,15917.42754
Netherlands,Suriname,2022,98.515620830,USD millions,Central Bank Data,Latin America,NLD,SUR,916513.3594596712,4412.832154845641,51777.54316,7081.333573
New Zealand,Ecuador,2021,0.76770589,USD millions,Central Bank Data,Latin America,NZL,ECU,210960.637812921,102825.145845295,41273.38208,5815.094774
New Zealand,Mexico,2022,0.147129,USD millions,Central Bank Data,Latin America,NZL,MEX,218336.637842863,1287850.32341001,42668.04202,10013.36686
New Zealand,Panama,2022,0.048791634,USD millions,INEC,Latin America,NZL,PAN,218336.637842863,70048.9853448611,42668.04202,15917.42754
Nicaragua,Ecuador,2021,1.04320841,USD millions,Central Bank Data,Latin America,NIC,ECU,14142.060836745,102825.145845295,2128.308814,5815.094774
Nicaragua,Mexico,2022,91.5116,USD millions,Central Bank Data,Latin America,NIC,MEX,14644.1463457189,1287850.32341001,2175.738991,10013.36686
Nicaragua,Panama,2022,6.201532196,USD millions,INEC,Latin America,NIC,PAN,14644.1463457189,70048.9853448611,2175.738991,15917.42754
Niger,Ecuador,2021,0.00741944,USD millions,Central Bank Data,Latin America,NER,ECU,12821.0676814111,102825.145845295,523.2631795,5815.094774
Nigeria,Ecuador,2021,0.04923312,USD millions,Central Bank Data,Latin America,NGA,ECU,518476.715283896,102825.145845295,2372.573145,5815.094774
North Macedonia,Ecuador,2021,0.08298356,USD millions,Central Bank Data,Latin America,MKD,ECU,11141.955229994,102825.145845295,6064.923151,5815.094774
North Macedonia,Mexico,2022,0.005222,USD millions,Central Bank Data,Latin America,MKD,MEX,11449.3488672054,1287850.32341001,6250.62721,10013.36686
Norway,Ecuador,2021,1.55166801,USD millions,Central Bank Data,Latin America,NOR,ECU,420836.044191958,102825.145845295,77812.71156,5815.094774
Norway,Mexico,2022,0.224382,USD millions,Central Bank Data,Latin America,NOR,MEX,434497.344228607,1287850.32341001,79620.16355,10013.36686
Norway,Panama,2022,0.137750098,USD millions,INEC,Latin America,NOR,PAN,434497.344228607,70048.9853448611,79620.16355,15917.42754
Oman,Ecuador,2021,0.06618281,USD millions,Central Bank Data,Latin America,OMN,ECU,82318.7801204001,102825.145845295,18291.3388,5815.094774
Oman,Mexico,2022,0.089053,USD millions,Central Bank Data,Latin America,OMN,MEX,88892.5169401985,1287850.32341001,18792.44606,10013.36686
Oman,Panama,2022,0.020773623,USD millions,INEC,Latin America,OMN,PAN,88892.5169401985,70048.9853448611,18792.44606,15917.42754
Pakistan,Ecuador,2021,0.02369544,USD millions,Central Bank Data,Latin America,PAK,ECU,381973.7792353,102825.145845295,1595.027922,5815.094774
Pakistan,Mexico,2022,0.098872,USD millions,Central Bank Data,Latin America,PAK,MEX,400224.894618857,1287850.32341001,1642.28067,10013.36686
Pakistan,Panama,2022,0.017251081,USD millions,INEC,Latin America,PAK,PAN,400224.894618857,70048.9853448611,1642.28067,15917.42754
Panama,Chile,2021,2.006248543,USD millions,Central Bank Data,Latin America,PAN,CHL,63238.418924798105,273390.12003128,14552.94016,14051.47136
Panama,Colombia,2022,184.721856813,USD millions,Central Bank Data,Latin America,PAN,COL,70048.9853448611,354752.90089902,15917.42754,6856.725905
Panama,Costa Rica,2022,27.765436098,USD millions,Central Bank Data,Latin America,PAN,CRI,70048.9853448611,69549.85603306709,15917.42754,13686.16141
Panama,Dominican Republic,2022,27.765436098,USD millions,Central Bank Data,Latin America,PAN,DOM,70048.9853448611,97686.4508239666,15917.42754,8698.135921
Panama,Ecuador,2021,18.64406244,USD millions,Central Bank Data,Latin America,PAN,ECU,63238.418924798105,102825.145845295,14552.94016,5815.094774
Panama,Mexico,2022,38.481322,USD millions,Central Bank Data,Latin America,PAN,MEX,70048.9853448611,1287850.32341001,15917.42754,10013.36686
Panama,Nicaragua,2022,31.4,USD millions,Central Bank Data,Latin America,PAN,NIC,70048.9853448611,14644.1463457189,15917.42754,2175.738991
Papua New Guinea,Ecuador,2021,0.02051165,USD millions,Central Bank Data,Latin America,PNG,ECU,23814.3882977556,102825.145845295,2378.371682,5815.094774
Paraguay,Chile,2021,1.957029307,USD millions,Central Bank Data,Latin America,PRY,CHL,41964.0303014424,273390.12003128,6278.110067,14051.47136
Paraguay,Ecuador,2021,2.11283498,USD millions,Central Bank Data,Latin America,PRY,ECU,41964.0303014424,102825.145845295,6278.110067,5815.094774
Paraguay,Mexico,2022,0.276779,USD millions,Central Bank Data,Latin America,PRY,MEX,42037.90309474491,1287850.32341001,6218.197907,10013.36686
Paraguay,Panama,2022,0.371155587,USD millions,INEC,Latin America,PRY,PAN,42037.90309474491,70048.9853448611,6218.197907,15917.42754
Peru,Chile,2021,30.525173794,USD millions,Central Bank Data,Latin America,PER,CHL,217099.648514382,273390.12003128,6547.847182,14051.47136
Peru,Colombia,2022,227.990870557,USD millions,Central Bank Data,Latin America,PER,COL,223198.050485251,354752.90089902,6667.516956,6856.725905
Peru,Ecuador,2021,61.4066867,USD millions,Central Bank Data,Latin America,PER,ECU,217099.648514382,102825.145845295,6547.847182,5815.094774
Peru,Mexico,2022,98.148012,USD millions,Central Bank Data,Latin America,PER,MEX,223198.050485251,1287850.32341001,6667.516956,10013.36686
Peru,Panama,2022,4.814499673,USD millions,INEC,Latin America,PER,PAN,223198.050485251,70048.9853448611,6667.516956,15917.42754
Philippines,Ecuador,2021,0.79327032,USD millions,Central Bank Data,Latin America,PHL,ECU,378998.554988857,102825.145845295,3350.975876,5815.094774
Philippines,Mexico,2022,0.062514,USD millions,Central Bank Data,Latin America,PHL,MEX,407730.367707393,1287850.32341001,3577.701366,10013.36686
Philippines,Panama,2022,0.039221963,USD millions,INEC,Latin America,PHL,PAN,407730.367707393,70048.9853448611,3577.701366,15917.42754
Poland,Ecuador,2021,0.41540539,USD millions,Central Bank Data,Latin America,POL,ECU,605337.233054782,102825.145845295,16368.62397,5815.094774
Poland,Mexico,2022,0.113444,USD millions,Central Bank Data,Latin America,POL,MEX,637150.470884733,1287850.32341001,17303.64494,10013.36686
Poland,Panama,2022,0.071774413,USD millions,INEC,Latin America,POL,PAN,637150.470884733,70048.9853448611,17303.64494,15917.42754
Portugal,Brazil,2022,375.04954185,USD millions,Central Bank Data,Latin America,PRT,BRA,230002.605108707,1899505.37755802,22042.86821,9032.084816
Portugal,Ecuador,2021,1.60820032,USD millions,Central Bank Data,Latin America,PRT,ECU,214984.15236951903,102825.145845295,20747.69916,5815.094774
Portugal,Mexico,2022,0.3654,USD millions,Central Bank Data,Latin America,PRT,MEX,230002.605108707,1287850.32341001,22042.86821,10013.36686
Portugal,Panama,2022,0.488213444,USD millions,INEC,Latin America,PRT,PAN,230002.605108707,70048.9853448611,22042.86821,15917.42754
Puerto Rico,Costa Rica,2022,78.256812047,USD millions,Central Bank Data,Latin America,PRI,CRI,95456.9068608231,69549.85603306709,29643.74089,13686.16141
Puerto Rico,Dominican Republic,2022,78.256812047,USD millions,Central Bank Data,Latin America,PRI,DOM,95456.9068608231,97686.4508239666,29643.74089,8698.135921
Puerto Rico,Ecuador,2021,0.45274215,USD millions,Central Bank Data,Latin America,PRI,ECU,92715.2288567798,102825.145845295,28416.62313,5815.094774
Puerto Rico,Panama,2022,0.170933985,USD millions,INEC,Latin America,PRI,PAN,95456.9068608231,70048.9853448611,29643.74089,15917.42754
Qatar,Ecuador,2021,1.12886194,USD millions,Central Bank Data,Latin America,QAT,ECU,164042.828070675,102825.145845295,65488.51179,5815.094774
Qatar,Mexico,2022,0.185174,USD millions,Central Bank Data,Latin America,QAT,MEX,170908.03635371,1287850.32341001,64315.62636,10013.36686
Republic of Korea,Ecuador,2021,0.12057675,USD millions,Central Bank Data,Latin America,KOR,ECU,1696543.31194281,102825.145845295,32771.07242,5815.094774
Republic of Korea,Mexico,2022,0.188341,USD millions,Central Bank Data,Latin America,KOR,MEX,1740868.42727701,1287850.32341001,33690.37888,10013.36686
Republic of Korea,Panama,2022,0.418495932,USD millions,INEC,Latin America,KOR,PAN,1740868.42727701,70048.9853448611,33690.37888,15917.42754
Republic of Moldova,Ecuador,2021,0.11212232,USD millions,Central Bank Data,Latin America,MDA,ECU,9573.77785636482,102825.145845295,3688.167294,5815.094774
Republic of Moldova,Mexico,2022,0.003839,USD millions,Central Bank Data,Latin America,MDA,MEX,9133.384074972031,1287850.32341001,3611.954848,10013.36686
Réunion,Mexico,2022,0.000868,USD millions,Central Bank Data,Latin America,REU,MEX,,1287850.32341001,,10013.36686
Romania,Ecuador,2021,0.31755202,USD millions,Central Bank Data,Latin America,ROU,ECU,221968.423307804,102825.145845295,11607.97712,5815.094774
Romania,Mexico,2022,0.141631,USD millions,Central Bank Data,Latin America,ROU,MEX,230770.154206928,1287850.32341001,12114.87151,10013.36686
Romania,Panama,2022,0.079066158,USD millions,INEC,Latin America,ROU,PAN,230770.154206928,70048.9853448611,12114.87151,15917.42754
Russian Federation,Ecuador,2021,6.59514737,USD millions,Central Bank Data,Latin America,RUS,ECU,1506233.29175956,102825.145845295,10231.31836,5815.094774
Russian Federation,Mexico,2022,0.119315,USD millions,Central Bank Data,Latin America,RUS,MEX,1484605.55695756,1287850.32341001,10119.0625,10013.36686
Russian Federation,Panama,2022,0.296639516,USD millions,INEC,Latin America,RUS,PAN,1484605.55695756,70048.9853448611,10119.0625,15917.42754
Rwanda,Ecuador,2021,0.00725502,USD millions,Central Bank Data,Latin America,RWA,ECU,11969.9326921767,102825.145845295,896.2710342,5815.094774
Rwanda,Mexico,2022,0.000881,USD millions,Central Bank Data,Latin America,RWA,MEX,12946.8237019307,1287850.32341001,948.4136876,10013.36686
Saint Kitts and Nevis,Ecuador,2021,0.0178448,USD millions,Central Bank Data,Latin America,KNA,ECU,889.985054357552,102825.145845295,19031.82119,5815.094774
Saint Kitts and Nevis,Mexico,2022,0.060822,USD millions,Central Bank Data,Latin America,KNA,MEX,982.030904704784,1287850.32341001,21024.44721,10013.36686
Saint Kitts and Nevis,Panama,2022,0.052720169,USD millions,INEC,Latin America,KNA,PAN,982.030904704784,70048.9853448611,21024.44721,15917.42754
Saint Lucia,Ecuador,2021,0.04643751,USD millions,Central Bank Data,Latin America,LCA,ECU,1666.84585970761,102825.145845295,9336.921274,5815.094774
Saint Lucia,Mexico,2022,0.00508,USD millions,Central Bank Data,Latin America,LCA,MEX,2006.68978075964,1287850.32341001,11224.28995,10013.36686
Saint Martin (French part),Ecuador,2021,0.2454753,USD millions,Central Bank Data,Latin America,MAF,ECU,,102825.145845295,,5815.094774
Saint Martin (French part),Haiti,2019,1.457960757,USD millions,Central Bank Data,Latin America,MAF,HTI,,15485.274058243,,1394.421141
Saint Martin (French part),Jamaica,2022,0.598351012,USD millions,Central Bank Data,Latin America,MAF,JAM,,14806.3802902635,,5215.086058
Saint Martin (French part),Mexico,2022,0.336205,USD millions,Central Bank Data,Latin America,MAF,MEX,,1287850.32341001,,10013.36686
Saint Vincent and the,Ecuador,2021,0.00104063,USD millions,Central Bank Data,Latin America,VCT,ECU,843.606096161631,102825.145845295,8203.013352,5815.094774
Grenadines,Ecuador,2021,0.00104063,USD millions,Central Bank Data,Latin America,VCT,ECU,843.606096161631,102825.145845295,8203.013352,5815.094774
Grenadines,Mexico,2022,0.001745,USD millions,Central Bank Data,Latin America,VCT,MEX,869.849273020018,1287850.32341001,8524.089852,10013.36686
Grenadines,Panama,2022,0.041102648,USD millions,INEC,Latin America,VCT,PAN,869.849273020018,70048.9853448611,8524.089852,15917.42754
Samoa,Ecuador,2021,0.00287723,USD millions,Central Bank Data,Latin America,WSM,ECU,843.5119665849629,102825.145845295,3945.719489,5815.094774
Samoa,Mexico,2022,0.000167,USD millions,Central Bank Data,Latin America,WSM,MEX,798.752767864439,1287850.32341001,3710.624627,10013.36686
Sao Tome and Principe,Ecuador,2021,0.00046797,USD millions,Central Bank Data,Latin America,STP,ECU,317.02395775382604,102825.145845295,1428.286761,5815.094774
Saudi Arabia,Ecuador,2021,0.88712676,USD millions,Central Bank Data,Latin America,SAU,ECU,767229.07083889,102825.145845295,24922.67169,5815.094774
Saudi Arabia,Mexico,2022,0.596318,USD millions,Central Bank Data,Latin America,SAU,MEX,859301.066620788,1287850.32341001,26706.91793,10013.36686
Saudi Arabia,Panama,2022,0.261655688,USD millions,INEC,Latin America,SAU,PAN,859301.066620788,70048.9853448611,26706.91793,15917.42754
Senegal,Ecuador,2021,0.13695775,USD millions,Central Bank Data,Latin America,SEN,ECU,24359.596784117,102825.145845295,1414.539511,5815.094774
Senegal,Mexico,2022,0.191356,USD millions,Central Bank Data,Latin America,SEN,MEX,25297.5464785042,1287850.32341001,1433.199188,10013.36686
Senegal,Panama,2022,0.240844020,USD millions,INEC,Latin America,SEN,PAN,25297.5464785042,70048.9853448611,1433.199188,15917.42754
Serbia,Ecuador,2021,0.23685182,USD millions,Central Bank Data,Latin America,SRB,ECU,51022.8588749258,102825.145845295,7465.675309,5815.094774
Serbia,Mexico,2022,0.049416,USD millions,Central Bank Data,Latin America,SRB,MEX,52365.2633753114,1287850.32341001,7857.403271,10013.36686
Seychelles,Ecuador,2021,0.00965,USD millions,Central Bank Data,Latin America,SYC,ECU,1687.88647931967,102825.145845295,17005.04221,5815.094774
Sierra Leone,Ecuador,2021,0.03807532,USD millions,Central Bank Data,Latin America,SLE,ECU,8465.06086302376,102825.145845295,1045.766162,5815.094774
Sierra Leone,Mexico,2022,0.022077,USD millions,Central Bank Data,Latin America,SLE,MEX,8914.85649510508,1287850.32341001,1077.088845,10013.36686
Sierra Leone,Panama,2022,0.002893205,USD millions,INEC,Latin America,SLE,PAN,8914.85649510508,70048.9853448611,1077.088845,15917.42754
Singapore,Ecuador,2021,0.08829345,USD millions,Central Bank Data,Latin America,SGP,ECU,369376.902514865,102825.145845295,67731.26107,5815.094774
Singapore,Mexico,2022,0.02457,USD millions,Central Bank Data,Latin America,SGP,MEX,384550.906479006,1287850.32341001,68218.80533,10013.36686
Singapore,Panama,2022,0.059043513,USD millions,INEC,Latin America,SGP,PAN,384550.906479006,70048.9853448611,68218.80533,15917.42754
Slovakia,Ecuador,2021,0.17257504,USD millions,Central Bank Data,Latin America,SVK,ECU,102496.703508856,102825.145845295,18816.23938,5815.094774
Slovakia,Mexico,2022,0.004663,USD millions,Central Bank Data,Latin America,SVK,MEX,102944.982587622,1287850.32341001,18952.44529,10013.36686
Slovenia,Ecuador,2021,0.03722737,USD millions,Central Bank Data,Latin America,SVN,ECU,51983.646950593495,102825.145845295,24659.24994,5815.094774
Slovenia,Mexico,2022,0.011434,USD millions,Central Bank Data,Latin America,SVN,MEX,53386.8096902718,1287850.32341001,25276.93591,10013.36686
Slovenia,Panama,2022,0.012445071,USD millions,INEC,Latin America,SVN,PAN,53386.8096902718,70048.9853448611,25276.93591,15917.42754
Solomon Islands,Ecuador,2021,0.00108,USD millions,Central Bank Data,Latin America,SLB,ECU,1474.21846989734,102825.145845295,1933.170559,5815.094774
South Africa,Ecuador,2021,0.25393562,USD millions,Central Bank Data,Latin America,ZAF,ECU,354021.006263537,102825.145845295,5756.195494,5815.094774
South Africa,Mexico,2022,0.078301,USD millions,Central Bank Data,Latin America,ZAF,MEX,360788.046853641,1287850.32341001,5783.860904,10013.36686
South Africa,Panama,2022,0.112342081,USD millions,INEC,Latin America,ZAF,PAN,360788.046853641,70048.9853448611,5783.860904,15917.42754
South Sudan,Ecuador,2021,0.0026,USD millions,Central Bank Data,Latin America,SSD,ECU,,102825.145845295,,5815.094774
Spain,Bolivia,2022,451,USD millions,Central Bank Data,Latin America,ESP,BOL,1345296.61885967,38319.7283375714,28152.46615,3172.910467
Spain,Brazil,2022,167.93063928,USD millions,Central Bank Data,Latin America,ESP,BRA,1345296.61885967,1899505.37755802,28152.46615,9032.084816
Spain,Chile,2021,26.967196721,USD millions,Central Bank Data,Latin America,ESP,CHL,1267004.45782692,273390.12003128,26705.36291,14051.47136
Spain,Colombia,2022,"1,199.214183477",USD millions,Central Bank Data,Latin America,ESP,COL,1345296.61885967,354752.90089902,28152.46615,6856.725905
Spain,Costa Rica,2022,625.770164171,USD millions,Central Bank Data,Latin America,ESP,CRI,1345296.61885967,69549.85603306709,28152.46615,13686.16141
Spain,Dominican Republic,2022,625.770164171,USD millions,Central Bank Data,Latin America,ESP,DOM,1345296.61885967,97686.4508239666,28152.46615,8698.135921
Spain,Ecuador,2021,"1,605.1797441",USD millions,Central Bank Data,Latin America,ESP,ECU,1267004.45782692,102825.145845295,26705.36291,5815.094774
Spain,Honduras,2022,73.30219679,USD millions,Central Bank Data,Latin America,ESP,HND,1345296.61885967,25973.6726317766,28152.46615,2482.223849
Spain,Mexico,2022,59.345676,USD millions,Central Bank Data,Latin America,ESP,MEX,1345296.61885967,1287850.32341001,28152.46615,10013.36686
Spain,Nicaragua,2022,157.5,USD millions,Central Bank Data,Latin America,ESP,NIC,1345296.61885967,14644.1463457189,28152.46615,2175.738991
Spain,Panama,2022,8.824471014,USD millions,INEC,Latin America,ESP,PAN,1345296.61885967,70048.9853448611,28152.46615,15917.42754
Spain,Paraguay,2022,292.813386646,USD millions,Central Bank Data,Latin America,ESP,PRY,1345296.61885967,42037.90309474491,28152.46615,6218.197907
State of Palestine,Ecuador,2021,0.147002,USD millions,Central Bank Data,Latin America,PSE,ECU,15021.7,102825.145845295,3051.48607,5815.094774
State of Palestine,Mexico,2022,0.002615,USD millions,Central Bank Data,Latin America,PSE,MEX,15635.0,1287850.32341001,3099.960901,10013.36686
State of Palestine,Panama,2022,0.028194297,USD millions,INEC,Latin America,PSE,PAN,15635.0,70048.9853448611,3099.960901,15917.42754
Sudan,Ecuador,2021,0.00282042,USD millions,Central Bank Data,Latin America,SDN,ECU,48525.909156878406,102825.145845295,1009.548889,5815.094774
Sudan,Mexico,2022,0.029986,USD millions,Central Bank Data,Latin America,SDN,MEX,48061.1199479824,1287850.32341001,973.2252808,10013.36686
Suriname,Ecuador,2021,0.2684408,USD millions,Central Bank Data,Latin America,SUR,ECU,4309.14455520541,102825.145845295,6973.899419,5815.094774
Suriname,Mexico,2022,0.081836,USD millions,Central Bank Data,Latin America,SUR,MEX,4412.832154845641,1287850.32341001,7081.333573,10013.36686
Suriname,Panama,2022,0.507191491,USD millions,INEC,Latin America,SUR,PAN,4412.832154845641,70048.9853448611,7081.333573,15917.42754
Sweden,Chile,2021,6.294202981,USD millions,Central Bank Data,Latin America,SWE,CHL,567227.918083309,273390.12003128,54458.35356,14051.47136
Sweden,Colombia,2022,14.807615149,USD millions,Central Bank Data,Latin America,SWE,COL,575505.409859556,354752.90089902,54878.29195,6856.725905
Sweden,Ecuador,2021,6.66159724,USD millions,Central Bank Data,Latin America,SWE,ECU,567227.918083309,102825.145845295,54458.35356,5815.094774
Sweden,Mexico,2022,0.546586,USD millions,Central Bank Data,Latin America,SWE,MEX,575505.409859556,1287850.32341001,54878.29195,10013.36686
Sweden,Panama,2022,0.491529577,USD millions,INEC,Latin America,SWE,PAN,575505.409859556,70048.9853448611,54878.29195,15917.42754
Switzerland,Brazil,2022,194.98397219,USD millions,Central Bank Data,Latin America,CHE,BRA,795248.22875484,1899505.37755802,90605.01943,9032.084816
Switzerland,Chile,2021,3.959252163,USD millions,Central Bank Data,Latin America,CHE,CHL,771755.5197341,273390.12003128,88661.20298,14051.47136
Switzerland,Colombia,2022,68.355671234,USD millions,Central Bank Data,Latin America,CHE,COL,795248.22875484,354752.90089902,90605.01943,6856.725905
Switzerland,Costa Rica,2022,68.771554972,USD millions,Central Bank Data,Latin America,CHE,CRI,795248.22875484,69549.85603306709,90605.01943,13686.16141
Switzerland,Dominican Republic,2022,68.771554972,USD millions,Central Bank Data,Latin America,CHE,DOM,795248.22875484,97686.4508239666,90605.01943,8698.135921
Switzerland,Ecuador,2021,57.27817638,USD millions,Central Bank Data,Latin America,CHE,ECU,771755.5197341,102825.145845295,88661.20298,5815.094774
Switzerland,Mexico,2022,13.58806,USD millions,Central Bank Data,Latin America,CHE,MEX,795248.22875484,1287850.32341001,90605.01943,10013.36686
Switzerland,Panama,2022,1.025615042,USD millions,INEC,Latin America,CHE,PAN,795248.22875484,70048.9853448611,90605.01943,15917.42754
Syrian Arab Republic,Ecuador,2021,0.009056,USD millions,Central Bank Data,Latin America,SYR,ECU,15882.7969696273,102825.145845295,734.3342363,5815.094774
Tajikistan,Ecuador,2021,0.0488,USD millions,Central Bank Data,Latin America,TJK,ECU,12499.2002749255,102825.145845295,1254.069996,5815.094774
Tajikistan,Mexico,2022,0.00556,USD millions,Central Bank Data,Latin America,TJK,MEX,13499.1363392248,1287850.32341001,1325.755453,10013.36686
Thailand,Ecuador,2021,0.15738123,USD millions,Central Bank Data,Latin America,THA,ECU,439080.79698682,102825.145845295,6121.526965,5815.094774
Thailand,Mexico,2022,0.08895,USD millions,Central Bank Data,Latin America,THA,MEX,450410.74455485697,1287850.32341001,6278.785514,10013.36686
Thailand,Panama,2022,0.067822704,USD millions,INEC,Latin America,THA,PAN,450410.74455485697,70048.9853448611,6278.785514,15917.42754
Timor-Leste,Mexico,2022,0.00016,USD millions,Central Bank Data,Latin America,TLS,MEX,2161.45650857491,1287850.32341001,1578.517784,10013.36686
Togo,Ecuador,2021,0.02248343,USD millions,Central Bank Data,Latin America,TGO,ECU,7415.21371765264,102825.145845295,835.1990513,5815.094774
Togo,Mexico,2022,0.039602,USD millions,Central Bank Data,Latin America,TGO,MEX,7842.29610431507,1287850.32341001,862.7637127,10013.36686
Trinidad and Tobago,Colombia,2022,0.589172170,USD millions,Central Bank Data,Latin America,TTO,COL,21472.9541531036,354752.90089902,15721.8301,6856.725905
Trinidad and Tobago,Ecuador,2021,0.37886103,USD millions,Central Bank Data,Latin America,TTO,ECU,21243.0570441771,102825.145845295,15533.56936,5815.094774
Trinidad and Tobago,Jamaica,2022,4.549712253,USD millions,Central Bank Data,Latin America,TTO,JAM,21472.9541531036,14806.3802902635,15721.8301,5215.086058
Trinidad and Tobago,Mexico,2022,0.060013,USD millions,Central Bank Data,Latin America,TTO,MEX,21472.9541531036,1287850.32341001,15721.8301,10013.36686
Trinidad and Tobago,Panama,2022,0.095163364,USD millions,INEC,Latin America,TTO,PAN,21472.9541531036,70048.9853448611,15721.8301,15917.42754
Turkey,Ecuador,2021,1.84732415,USD millions,Central Bank Data,Latin America,TUR,ECU,1131775.46357396,102825.145845295,13449.92913,5815.094774
Turkey,Mexico,2022,0.312832,USD millions,Central Bank Data,Latin America,TUR,MEX,1194401.44255695,1287850.32341001,14055.10315,10013.36686
